snapshot_date,facility_id,facility_name,district_name,commodity_name,program_area,quantity_on_hand,estimated_days_of_stock,stock_status,last_updated_by_role,demo_alert
2026-06-07,FAC-0035,Busia HC IV,Busia,DPT-HepB-Hib vaccine,immunisation,928,64,OK,Nurse In-Charge,No
2026-06-07,FAC-0035,Busia HC IV,Busia,Measles-Rubella vaccine,immunisation,1205,23,Low <30 days,Pharmacist,Yes
2026-06-07,FAC-0035,Busia HC IV,Busia,HIV rapid test kits,HIV testing,1628,22,Low <30 days,Stores Assistant,Yes
2026-06-07,FAC-0035,Busia HC IV,Busia,ARV first-line regimen,HIV treatment,427,56,OK,Nurse In-Charge,No
2026-06-07,FAC-0035,Busia HC IV,Busia,TB fixed-dose combination,TB treatment,0,0,Stock-out,Pharmacist,Yes
2026-06-07,FAC-0035,Busia HC IV,Busia,Insulin vials,NCD care,1982,22,Low <30 days,Stores Assistant,Yes
2026-06-07,FAC-0036,Busia North HC III,Busia,ACT Artemether-Lumefantrine,malaria treatment,3677,36,OK,Pharmacist,No
2026-06-07,FAC-0036,Busia North HC III,Busia,Malaria RDTs,malaria diagnostics,3538,54,OK,Pharmacist,No
2026-06-07,FAC-0036,Busia North HC III,Busia,Amoxicillin dispersible,childhood infection,1945,61,OK,Nurse In-Charge,No
2026-06-07,FAC-0036,Busia North HC III,Busia,Ceftriaxone injection,severe infection,3238,34,OK,Pharmacist,No
2026-06-07,FAC-0036,Busia North HC III,Busia,ORS + Zinc,diarrhoea,1272,16,Low <30 days,Stores Assistant,Yes
2026-06-07,FAC-0036,Busia North HC III,Busia,Oxytocin,maternal health,2552,21,Low <30 days,Nurse In-Charge,Yes
2026-06-07,FAC-0036,Busia North HC III,Busia,DPT-HepB-Hib vaccine,immunisation,1175,37,OK,Stores Assistant,No
2026-06-07,FAC-0036,Busia North HC III,Busia,Measles-Rubella vaccine,immunisation,4843,42,OK,Nurse In-Charge,No
2026-06-07,FAC-0036,Busia North HC III,Busia,HIV rapid test kits,HIV testing,3770,31,OK,Stores Assistant,No
2026-06-07,FAC-0036,Busia North HC III,Busia,ARV first-line regimen,HIV treatment,1353,20,Low <30 days,Pharmacist,Yes
2026-06-07,FAC-0036,Busia North HC III,Busia,TB fixed-dose combination,TB treatment,1258,21,Low <30 days,Stores Assistant,Yes
2026-06-07,FAC-0036,Busia North HC III,Busia,Insulin vials,NCD care,0,0,Stock-out,Nurse In-Charge,Yes
2026-06-07,FAC-0037,Soroti General Hospital,Soroti,ACT Artemether-Lumefantrine,malaria treatment,4933,52,OK,Stores Assistant,No
2026-06-07,FAC-0037,Soroti General Hospital,Soroti,Malaria RDTs,malaria diagnostics,3941,60,OK,Nurse In-Charge,No
2026-06-07,FAC-0037,Soroti General Hospital,Soroti,Amoxicillin dispersible,childhood infection,2780,36,OK,Stores Assistant,No
2026-06-07,FAC-0037,Soroti General Hospital,Soroti,Ceftriaxone injection,severe infection,3741,49,OK,Stores Assistant,No
2026-06-07,FAC-0037,Soroti General Hospital,Soroti,ORS + Zinc,diarrhoea,786,23,Low <30 days,Stores Assistant,Yes
2026-06-07,FAC-0037,Soroti General Hospital,Soroti,Oxytocin,maternal health,4455,13,Low <30 days,Pharmacist,Yes
2026-06-07,FAC-0037,Soroti General Hospital,Soroti,DPT-HepB-Hib vaccine,immunisation,4512,70,OK,Stores Assistant,No
2026-06-07,FAC-0037,Soroti General Hospital,Soroti,Measles-Rubella vaccine,immunisation,2066,1,Critical <7 days,Stores Assistant,Yes
2026-06-07,FAC-0037,Soroti General Hospital,Soroti,HIV rapid test kits,HIV testing,3578,65,OK,Pharmacist,No
2026-06-07,FAC-0037,Soroti General Hospital,Soroti,ARV first-line regimen,HIV treatment,18,12,Low <30 days,Nurse In-Charge,Yes
2026-06-07,FAC-0037,Soroti General Hospital,Soroti,TB fixed-dose combination,TB treatment,3042,35,OK,Stores Assistant,No
2026-06-07,FAC-0037,Soroti General Hospital,Soroti,Insulin vials,NCD care,456,23,Low <30 days,Nurse In-Charge,Yes
2026-06-07,FAC-0038,Soroti Island HC II,Soroti,ACT Artemether-Lumefantrine,malaria treatment,306,45,OK,Pharmacist,No
2026-06-07,FAC-0038,Soroti Island HC II,Soroti,Malaria RDTs,malaria diagnostics,1940,27,Low <30 days,Stores Assistant,Yes
2026-06-07,FAC-0038,Soroti Island HC II,Soroti,Amoxicillin dispersible,childhood infection,2925,28,Low <30 days,Nurse In-Charge,Yes
2026-06-07,FAC-0038,Soroti Island HC II,Soroti,Ceftriaxone injection,severe infection,3246,37,OK,Pharmacist,No
2026-06-07,FAC-0038,Soroti Island HC II,Soroti,ORS + Zinc,diarrhoea,3272,5,Critical <7 days,Stores Assistant,Yes
2026-06-07,FAC-0038,Soroti Island HC II,Soroti,Oxytocin,maternal health,4136,73,OK,Nurse In-Charge,No
2026-06-07,FAC-0038,Soroti Island HC II,Soroti,DPT-HepB-Hib vaccine,immunisation,1372,22,Low <30 days,Pharmacist,Yes
2026-06-07,FAC-0038,Soroti Island HC II,Soroti,Measles-Rubella vaccine,immunisation,4180,57,OK,Nurse In-Charge,No
2026-06-07,FAC-0038,Soroti Island HC II,Soroti,HIV rapid test kits,HIV testing,2137,27,Low <30 days,Pharmacist,Yes
2026-06-07,FAC-0038,Soroti Island HC II,Soroti,ARV first-line regimen,HIV treatment,2792,3,Critical <7 days,Pharmacist,Yes
2026-06-07,FAC-0038,Soroti Island HC II,Soroti,TB fixed-dose combination,TB treatment,2253,5,Critical <7 days,Stores Assistant,Yes
2026-06-07,FAC-0038,Soroti Island HC II,Soroti,Insulin vials,NCD care,4223,59,OK,Pharmacist,No
2026-06-07,FAC-0039,Kumi General Hospital,Kumi,ACT Artemether-Lumefantrine,malaria treatment,1891,61,OK,Pharmacist,No
2026-06-07,FAC-0039,Kumi General Hospital,Kumi,Malaria RDTs,malaria diagnostics,3339,86,OK,Nurse In-Charge,No
2026-06-07,FAC-0039,Kumi General Hospital,Kumi,Amoxicillin dispersible,childhood infection,844,21,Low <30 days,Pharmacist,Yes
2026-06-07,FAC-0039,Kumi General Hospital,Kumi,Ceftriaxone injection,severe infection,87,24,Low <30 days,Stores Assistant,Yes
2026-06-07,FAC-0039,Kumi General Hospital,Kumi,ORS + Zinc,diarrhoea,3670,6,Critical <7 days,Nurse In-Charge,Yes
2026-06-07,FAC-0039,Kumi General Hospital,Kumi,Oxytocin,maternal health,374,34,OK,Stores Assistant,No
2026-06-07,FAC-0039,Kumi General Hospital,Kumi,DPT-HepB-Hib vaccine,immunisation,1165,15,Low <30 days,Nurse In-Charge,Yes
2026-06-07,FAC-0039,Kumi General Hospital,Kumi,Measles-Rubella vaccine,immunisation,4223,73,OK,Pharmacist,No
2026-06-07,FAC-0039,Kumi General Hospital,Kumi,HIV rapid test kits,HIV testing,3136,43,OK,Nurse In-Charge,No
2026-06-07,FAC-0039,Kumi General Hospital,Kumi,ARV first-line regimen,HIV treatment,3041,71,OK,Pharmacist,No
2026-06-07,FAC-0039,Kumi General Hospital,Kumi,TB fixed-dose combination,TB treatment,1403,85,OK,Nurse In-Charge,No
2026-06-07,FAC-0039,Kumi General Hospital,Kumi,Insulin vials,NCD care,331,49,OK,Pharmacist,No
2026-06-07,FAC-0040,Kumi North HC II,Kumi,ACT Artemether-Lumefantrine,malaria treatment,4699,23,Low <30 days,Stores Assistant,Yes
2026-06-07,FAC-0040,Kumi North HC II,Kumi,Malaria RDTs,malaria diagnostics,54,32,OK,Nurse In-Charge,No
2026-06-07,FAC-0040,Kumi North HC II,Kumi,Amoxicillin dispersible,childhood infection,1963,71,OK,Nurse In-Charge,No
2026-06-07,FAC-0040,Kumi North HC II,Kumi,Ceftriaxone injection,severe infection,68,14,Low <30 days,Nurse In-Charge,Yes
2026-06-07,FAC-0040,Kumi North HC II,Kumi,ORS + Zinc,diarrhoea,2474,28,Low <30 days,Pharmacist,Yes
2026-06-07,FAC-0040,Kumi North HC II,Kumi,Oxytocin,maternal health,747,22,Low <30 days,Nurse In-Charge,Yes
2026-06-07,FAC-0040,Kumi North HC II,Kumi,DPT-HepB-Hib vaccine,immunisation,348,37,OK,Nurse In-Charge,No
2026-06-07,FAC-0040,Kumi North HC II,Kumi,Measles-Rubella vaccine,immunisation,853,18,Low <30 days,Nurse In-Charge,Yes
2026-06-07,FAC-0040,Kumi North HC II,Kumi,HIV rapid test kits,HIV testing,2319,81,OK,Stores Assistant,No
2026-06-07,FAC-0040,Kumi North HC II,Kumi,ARV first-line regimen,HIV treatment,826,62,OK,Pharmacist,No
2026-06-07,FAC-0040,Kumi North HC II,Kumi,TB fixed-dose combination,TB treatment,4159,45,OK,Pharmacist,No
2026-06-07,FAC-0040,Kumi North HC II,Kumi,Insulin vials,NCD care,119,112,OK,Nurse In-Charge,No
2026-06-07,FAC-0041,Kapchorwa HC IV,Kapchorwa,ACT Artemether-Lumefantrine,malaria treatment,4757,27,Low <30 days,Pharmacist,Yes
2026-06-07,FAC-0041,Kapchorwa HC IV,Kapchorwa,Malaria RDTs,malaria diagnostics,413,42,OK,Nurse In-Charge,No
2026-06-07,FAC-0041,Kapchorwa HC IV,Kapchorwa,Amoxicillin dispersible,childhood infection,1490,29,Low <30 days,Pharmacist,Yes
2026-06-07,FAC-0041,Kapchorwa HC IV,Kapchorwa,Ceftriaxone injection,severe infection,1141,1,Critical <7 days,Pharmacist,Yes
2026-06-07,FAC-0041,Kapchorwa HC IV,Kapchorwa,ORS + Zinc,diarrhoea,4232,2,Critical <7 days,Nurse In-Charge,Yes
2026-06-07,FAC-0041,Kapchorwa HC IV,Kapchorwa,Oxytocin,maternal health,3000,89,OK,Stores Assistant,No
2026-06-07,FAC-0041,Kapchorwa HC IV,Kapchorwa,DPT-HepB-Hib vaccine,immunisation,2481,4,Critical <7 days,Stores Assistant,Yes
2026-06-07,FAC-0041,Kapchorwa HC IV,Kapchorwa,Measles-Rubella vaccine,immunisation,624,46,OK,Nurse In-Charge,No
2026-06-07,FAC-0041,Kapchorwa HC IV,Kapchorwa,HIV rapid test kits,HIV testing,2326,74,OK,Pharmacist,No
2026-06-07,FAC-0041,Kapchorwa HC IV,Kapchorwa,ARV first-line regimen,HIV treatment,3233,10,Low <30 days,Nurse In-Charge,Yes
2026-06-07,FAC-0041,Kapchorwa HC IV,Kapchorwa,TB fixed-dose combination,TB treatment,819,7,Low <30 days,Nurse In-Charge,Yes
2026-06-07,FAC-0041,Kapchorwa HC IV,Kapchorwa,Insulin vials,NCD care,4036,85,OK,Pharmacist,No
2026-06-07,FAC-0042,Kapchorwa Central HC II,Kapchorwa,ACT Artemether-Lumefantrine,malaria treatment,3068,31,OK,Pharmacist,No
2026-06-07,FAC-0042,Kapchorwa Central HC II,Kapchorwa,Malaria RDTs,malaria diagnostics,366,5,Critical <7 days,Stores Assistant,Yes
2026-06-07,FAC-0042,Kapchorwa Central HC II,Kapchorwa,Amoxicillin dispersible,childhood infection,1941,6,Critical <7 days,Stores Assistant,Yes
2026-06-07,FAC-0042,Kapchorwa Central HC II,Kapchorwa,Ceftriaxone injection,severe infection,3441,14,Low <30 days,Nurse In-Charge,Yes
2026-06-07,FAC-0042,Kapchorwa Central HC II,Kapchorwa,ORS + Zinc,diarrhoea,655,27,Low <30 days,Nurse In-Charge,Yes
2026-06-07,FAC-0042,Kapchorwa Central HC II,Kapchorwa,Oxytocin,maternal health,3966,54,OK,Stores Assistant,No
2026-06-07,FAC-0042,Kapchorwa Central HC II,Kapchorwa,DPT-HepB-Hib vaccine,immunisation,4243,8,Low <30 days,Pharmacist,Yes
2026-06-07,FAC-0042,Kapchorwa Central HC II,Kapchorwa,Measles-Rubella vaccine,immunisation,625,6,Critical <7 days,Pharmacist,Yes
2026-06-07,FAC-0042,Kapchorwa Central HC II,Kapchorwa,HIV rapid test kits,HIV testing,2789,19,Low <30 days,Pharmacist,Yes
2026-06-07,FAC-0042,Kapchorwa Central HC II,Kapchorwa,ARV first-line regimen,HIV treatment,3462,79,OK,Stores Assistant,No
2026-06-07,FAC-0042,Kapchorwa Central HC II,Kapchorwa,TB fixed-dose combination,TB treatment,3644,64,OK,Stores Assistant,No
2026-06-07,FAC-0042,Kapchorwa Central HC II,Kapchorwa,Insulin vials,NCD care,0,0,Stock-out,Stores Assistant,Yes
2026-06-07,FAC-0043,Moroto HC IV,Moroto,ACT Artemether-Lumefantrine,malaria treatment,774,40,OK,Pharmacist,No
2026-06-07,FAC-0043,Moroto HC IV,Moroto,Malaria RDTs,malaria diagnostics,3604,72,OK,Stores Assistant,No
2026-06-07,FAC-0043,Moroto HC IV,Moroto,Amoxicillin dispersible,childhood infection,1614,67,OK,Nurse In-Charge,No
2026-06-07,FAC-0043,Moroto HC IV,Moroto,Ceftriaxone injection,severe infection,3938,26,Low <30 days,Pharmacist,Yes
2026-06-07,FAC-0043,Moroto HC IV,Moroto,ORS + Zinc,diarrhoea,0,0,Stock-out,Nurse In-Charge,Yes
2026-06-07,FAC-0043,Moroto HC IV,Moroto,Oxytocin,maternal health,3228,16,Low <30 days,Stores Assistant,Yes
2026-06-07,FAC-0043,Moroto HC IV,Moroto,DPT-HepB-Hib vaccine,immunisation,0,0,Stock-out,Nurse In-Charge,Yes
2026-06-07,FAC-0043,Moroto HC IV,Moroto,Measles-Rubella vaccine,immunisation,991,44,OK,Pharmacist,No
2026-06-07,FAC-0043,Moroto HC IV,Moroto,HIV rapid test kits,HIV testing,3642,46,OK,Pharmacist,No
2026-06-07,FAC-0043,Moroto HC IV,Moroto,ARV first-line regimen,HIV treatment,4817,33,OK,Pharmacist,No
2026-06-07,FAC-0043,Moroto HC IV,Moroto,TB fixed-dose combination,TB treatment,2251,89,OK,Stores Assistant,No
2026-06-07,FAC-0043,Moroto HC IV,Moroto,Insulin vials,NCD care,2440,62,OK,Nurse In-Charge,No
2026-06-07,FAC-0044,Moroto South HC III,Moroto,ACT Artemether-Lumefantrine,malaria treatment,3106,14,Low <30 days,Pharmacist,Yes
2026-06-07,FAC-0044,Moroto South HC III,Moroto,Malaria RDTs,malaria diagnostics,3949,77,OK,Pharmacist,No
2026-06-07,FAC-0044,Moroto South HC III,Moroto,Amoxicillin dispersible,childhood infection,424,24,Low <30 days,Pharmacist,Yes
2026-06-07,FAC-0044,Moroto South HC III,Moroto,Ceftriaxone injection,severe infection,2402,67,OK,Pharmacist,No
2026-06-07,FAC-0044,Moroto South HC III,Moroto,ORS + Zinc,diarrhoea,4346,37,OK,Nurse In-Charge,No
2026-06-07,FAC-0044,Moroto South HC III,Moroto,Oxytocin,maternal health,895,67,OK,Pharmacist,No
2026-06-07,FAC-0044,Moroto South HC III,Moroto,DPT-HepB-Hib vaccine,immunisation,2180,28,Low <30 days,Nurse In-Charge,Yes
2026-06-07,FAC-0044,Moroto South HC III,Moroto,Measles-Rubella vaccine,immunisation,2981,47,OK,Stores Assistant,No
2026-06-07,FAC-0044,Moroto South HC III,Moroto,HIV rapid test kits,HIV testing,388,59,OK,Stores Assistant,No
2026-06-07,FAC-0044,Moroto South HC III,Moroto,ARV first-line regimen,HIV treatment,3476,68,OK,Stores Assistant,No
2026-06-07,FAC-0044,Moroto South HC III,Moroto,TB fixed-dose combination,TB treatment,658,73,OK,Nurse In-Charge,No
2026-06-07,FAC-0044,Moroto South HC III,Moroto,Insulin vials,NCD care,2854,114,OK,Pharmacist,No
2026-06-07,FAC-0045,Kotido General Hospital,Kotido,ACT Artemether-Lumefantrine,malaria treatment,0,0,Stock-out,Stores Assistant,Yes
2026-06-07,FAC-0045,Kotido General Hospital,Kotido,Malaria RDTs,malaria diagnostics,173,95,OK,Stores Assistant,No
2026-06-07,FAC-0045,Kotido General Hospital,Kotido,Amoxicillin dispersible,childhood infection,19,31,OK,Nurse In-Charge,No
2026-06-07,FAC-0045,Kotido General Hospital,Kotido,Ceftriaxone injection,severe infection,2066,57,OK,Pharmacist,No
2026-06-07,FAC-0045,Kotido General Hospital,Kotido,ORS + Zinc,diarrhoea,1666,65,OK,Nurse In-Charge,No
2026-06-07,FAC-0045,Kotido General Hospital,Kotido,Oxytocin,maternal health,2516,27,Low <30 days,Nurse In-Charge,Yes
2026-06-07,FAC-0045,Kotido General Hospital,Kotido,DPT-HepB-Hib vaccine,immunisation,4717,62,OK,Pharmacist,No
2026-06-07,FAC-0045,Kotido General Hospital,Kotido,Measles-Rubella vaccine,immunisation,904,13,Low <30 days,Nurse In-Charge,Yes
2026-06-07,FAC-0045,Kotido General Hospital,Kotido,HIV rapid test kits,HIV testing,415,49,OK,Nurse In-Charge,No
2026-06-07,FAC-0045,Kotido General Hospital,Kotido,ARV first-line regimen,HIV treatment,450,31,OK,Pharmacist,No
2026-06-07,FAC-0045,Kotido General Hospital,Kotido,TB fixed-dose combination,TB treatment,2392,95,OK,Nurse In-Charge,No
2026-06-07,FAC-0045,Kotido General Hospital,Kotido,Insulin vials,NCD care,2799,74,OK,Stores Assistant,No
2026-06-07,FAC-0046,Kotido South HC II,Kotido,ACT Artemether-Lumefantrine,malaria treatment,3409,30,OK,Pharmacist,No
2026-06-07,FAC-0046,Kotido South HC II,Kotido,Malaria RDTs,malaria diagnostics,687,73,OK,Pharmacist,No
2026-06-07,FAC-0046,Kotido South HC II,Kotido,Amoxicillin dispersible,childhood infection,3862,78,OK,Nurse In-Charge,No
2026-06-07,FAC-0046,Kotido South HC II,Kotido,Ceftriaxone injection,severe infection,1040,35,OK,Pharmacist,No
2026-06-07,FAC-0046,Kotido South HC II,Kotido,ORS + Zinc,diarrhoea,1930,18,Low <30 days,Stores Assistant,Yes
2026-06-07,FAC-0046,Kotido South HC II,Kotido,Oxytocin,maternal health,3231,19,Low <30 days,Pharmacist,Yes
2026-06-07,FAC-0046,Kotido South HC II,Kotido,DPT-HepB-Hib vaccine,immunisation,1416,79,OK,Nurse In-Charge,No
2026-06-07,FAC-0046,Kotido South HC II,Kotido,Measles-Rubella vaccine,immunisation,3524,36,OK,Nurse In-Charge,No
2026-06-07,FAC-0046,Kotido South HC II,Kotido,HIV rapid test kits,HIV testing,4658,59,OK,Nurse In-Charge,No
2026-06-07,FAC-0046,Kotido South HC II,Kotido,ARV first-line regimen,HIV treatment,1218,36,OK,Pharmacist,No
2026-06-07,FAC-0046,Kotido South HC II,Kotido,TB fixed-dose combination,TB treatment,4870,50,OK,Pharmacist,No
2026-06-07,FAC-0046,Kotido South HC II,Kotido,Insulin vials,NCD care,3138,28,Low <30 days,Nurse In-Charge,Yes
2026-06-07,FAC-0047,Kaabong General Hospital,Kaabong,ACT Artemether-Lumefantrine,malaria treatment,4227,47,OK,Nurse In-Charge,No
2026-06-07,FAC-0047,Kaabong General Hospital,Kaabong,Malaria RDTs,malaria diagnostics,3895,64,OK,Nurse In-Charge,No
2026-06-07,FAC-0047,Kaabong General Hospital,Kaabong,Amoxicillin dispersible,childhood infection,3191,39,OK,Nurse In-Charge,No
2026-06-07,FAC-0047,Kaabong General Hospital,Kaabong,Ceftriaxone injection,severe infection,1231,20,Low <30 days,Nurse In-Charge,Yes
2026-06-07,FAC-0047,Kaabong General Hospital,Kaabong,ORS + Zinc,diarrhoea,366,60,OK,Stores Assistant,No
2026-06-07,FAC-0047,Kaabong General Hospital,Kaabong,Oxytocin,maternal health,3384,42,OK,Stores Assistant,No
2026-06-07,FAC-0047,Kaabong General Hospital,Kaabong,DPT-HepB-Hib vaccine,immunisation,1821,48,OK,Stores Assistant,No
2026-06-07,FAC-0047,Kaabong General Hospital,Kaabong,Measles-Rubella vaccine,immunisation,4578,54,OK,Stores Assistant,No
2026-06-07,FAC-0047,Kaabong General Hospital,Kaabong,HIV rapid test kits,HIV testing,4580,3,Critical <7 days,Nurse In-Charge,Yes
2026-06-07,FAC-0047,Kaabong General Hospital,Kaabong,ARV first-line regimen,HIV treatment,532,50,OK,Pharmacist,No
2026-06-07,FAC-0047,Kaabong General Hospital,Kaabong,TB fixed-dose combination,TB treatment,1646,72,OK,Nurse In-Charge,No
2026-06-07,FAC-0047,Kaabong General Hospital,Kaabong,Insulin vials,NCD care,3181,67,OK,Pharmacist,No
2026-06-07,FAC-0048,Kaabong South HC IV,Kaabong,ACT Artemether-Lumefantrine,malaria treatment,0,0,Stock-out,Pharmacist,Yes
2026-06-07,FAC-0048,Kaabong South HC IV,Kaabong,Malaria RDTs,malaria diagnostics,1962,47,OK,Pharmacist,No
2026-06-07,FAC-0048,Kaabong South HC IV,Kaabong,Amoxicillin dispersible,childhood infection,2419,12,Low <30 days,Pharmacist,Yes
2026-06-07,FAC-0048,Kaabong South HC IV,Kaabong,Ceftriaxone injection,severe infection,2511,23,Low <30 days,Nurse In-Charge,Yes
2026-06-07,FAC-0048,Kaabong South HC IV,Kaabong,ORS + Zinc,diarrhoea,2711,30,OK,Pharmacist,No
2026-06-07,FAC-0048,Kaabong South HC IV,Kaabong,Oxytocin,maternal health,0,0,Stock-out,Nurse In-Charge,Yes
2026-06-07,FAC-0048,Kaabong South HC IV,Kaabong,DPT-HepB-Hib vaccine,immunisation,2591,4,Critical <7 days,Nurse In-Charge,Yes
2026-06-07,FAC-0048,Kaabong South HC IV,Kaabong,Measles-Rubella vaccine,immunisation,4502,55,OK,Nurse In-Charge,No
2026-06-07,FAC-0048,Kaabong South HC IV,Kaabong,HIV rapid test kits,HIV testing,2414,96,OK,Stores Assistant,No
2026-06-07,FAC-0048,Kaabong South HC IV,Kaabong,ARV first-line regimen,HIV treatment,2276,10,Low <30 days,Stores Assistant,Yes
2026-06-07,FAC-0048,Kaabong South HC IV,Kaabong,TB fixed-dose combination,TB treatment,2379,38,OK,Stores Assistant,No
2026-06-07,FAC-0048,Kaabong South HC IV,Kaabong,Insulin vials,NCD care,0,0,Stock-out,Stores Assistant,Yes
2026-06-07,FAC-0049,Napak General Hospital,Napak,ACT Artemether-Lumefantrine,malaria treatment,0,0,Stock-out,Pharmacist,Yes
2026-06-07,FAC-0049,Napak General Hospital,Napak,Malaria RDTs,malaria diagnostics,4032,14,Low <30 days,Pharmacist,Yes
2026-06-07,FAC-0049,Napak General Hospital,Napak,Amoxicillin dispersible,childhood infection,0,0,Stock-out,Stores Assistant,Yes
2026-06-07,FAC-0049,Napak General Hospital,Napak,Ceftriaxone injection,severe infection,404,28,Low <30 days,Stores Assistant,Yes
2026-06-07,FAC-0049,Napak General Hospital,Napak,ORS + Zinc,diarrhoea,4379,51,OK,Nurse In-Charge,No
2026-06-07,FAC-0049,Napak General Hospital,Napak,Oxytocin,maternal health,1189,28,Low <30 days,Stores Assistant,Yes
2026-06-07,FAC-0049,Napak General Hospital,Napak,DPT-HepB-Hib vaccine,immunisation,260,72,OK,Pharmacist,No
2026-06-07,FAC-0049,Napak General Hospital,Napak,Measles-Rubella vaccine,immunisation,3441,56,OK,Nurse In-Charge,No
2026-06-07,FAC-0049,Napak General Hospital,Napak,HIV rapid test kits,HIV testing,2782,37,OK,Nurse In-Charge,No
2026-06-07,FAC-0049,Napak General Hospital,Napak,ARV first-line regimen,HIV treatment,2259,82,OK,Pharmacist,No
2026-06-07,FAC-0049,Napak General Hospital,Napak,TB fixed-dose combination,TB treatment,2808,81,OK,Stores Assistant,No
2026-06-07,FAC-0049,Napak General Hospital,Napak,Insulin vials,NCD care,0,0,Stock-out,Stores Assistant,Yes
2026-06-07,FAC-0050,Napak Rural HC II,Napak,ACT Artemether-Lumefantrine,malaria treatment,1398,12,Low <30 days,Nurse In-Charge,Yes
2026-06-07,FAC-0050,Napak Rural HC II,Napak,Malaria RDTs,malaria diagnostics,1804,39,OK,Pharmacist,No
2026-06-07,FAC-0050,Napak Rural HC II,Napak,Amoxicillin dispersible,childhood infection,2079,28,Low <30 days,Nurse In-Charge,Yes
2026-06-07,FAC-0050,Napak Rural HC II,Napak,Ceftriaxone injection,severe infection,536,3,Critical <7 days,Stores Assistant,Yes
2026-06-07,FAC-0050,Napak Rural HC II,Napak,ORS + Zinc,diarrhoea,2964,3,Critical <7 days,Pharmacist,Yes
2026-06-07,FAC-0050,Napak Rural HC II,Napak,Oxytocin,maternal health,1515,69,OK,Pharmacist,No
2026-06-07,FAC-0050,Napak Rural HC II,Napak,DPT-HepB-Hib vaccine,immunisation,4151,1,Critical <7 days,Stores Assistant,Yes
2026-06-07,FAC-0050,Napak Rural HC II,Napak,Measles-Rubella vaccine,immunisation,3528,8,Low <30 days,Stores Assistant,Yes
2026-06-07,FAC-0050,Napak Rural HC II,Napak,HIV rapid test kits,HIV testing,1200,78,OK,Nurse In-Charge,No
2026-06-07,FAC-0050,Napak Rural HC II,Napak,ARV first-line regimen,HIV treatment,704,7,Low <30 days,Nurse In-Charge,Yes
2026-06-07,FAC-0050,Napak Rural HC II,Napak,TB fixed-dose combination,TB treatment,1663,72,OK,Nurse In-Charge,No
2026-06-07,FAC-0050,Napak Rural HC II,Napak,Insulin vials,NCD care,1182,75,OK,Pharmacist,No
2026-06-07,FAC-0051,Gulu Regional Referral Hospital,Gulu,ACT Artemether-Lumefantrine,malaria treatment,3226,80,OK,Stores Assistant,No
2026-06-07,FAC-0051,Gulu Regional Referral Hospital,Gulu,Malaria RDTs,malaria diagnostics,713,82,OK,Stores Assistant,No
2026-06-07,FAC-0051,Gulu Regional Referral Hospital,Gulu,Amoxicillin dispersible,childhood infection,4998,52,OK,Pharmacist,No
2026-06-07,FAC-0051,Gulu Regional Referral Hospital,Gulu,Ceftriaxone injection,severe infection,2852,58,OK,Nurse In-Charge,No
2026-06-07,FAC-0051,Gulu Regional Referral Hospital,Gulu,ORS + Zinc,diarrhoea,2891,49,OK,Stores Assistant,No
2026-06-07,FAC-0051,Gulu Regional Referral Hospital,Gulu,Oxytocin,maternal health,4740,49,OK,Stores Assistant,No
2026-06-07,FAC-0051,Gulu Regional Referral Hospital,Gulu,DPT-HepB-Hib vaccine,immunisation,2639,52,OK,Stores Assistant,No
2026-06-07,FAC-0051,Gulu Regional Referral Hospital,Gulu,Measles-Rubella vaccine,immunisation,181,3,Critical <7 days,Nurse In-Charge,Yes
2026-06-07,FAC-0051,Gulu Regional Referral Hospital,Gulu,HIV rapid test kits,HIV testing,0,0,Stock-out,Nurse In-Charge,Yes
2026-06-07,FAC-0051,Gulu Regional Referral Hospital,Gulu,ARV first-line regimen,HIV treatment,4728,30,OK,Pharmacist,No
2026-06-07,FAC-0051,Gulu Regional Referral Hospital,Gulu,TB fixed-dose combination,TB treatment,1406,47,OK,Nurse In-Charge,No
2026-06-07,FAC-0051,Gulu Regional Referral Hospital,Gulu,Insulin vials,NCD care,3366,53,OK,Stores Assistant,No
2026-06-07,FAC-0052,Gulu Island HC III,Gulu,ACT Artemether-Lumefantrine,malaria treatment,2742,23,Low <30 days,Nurse In-Charge,Yes
2026-06-07,FAC-0052,Gulu Island HC III,Gulu,Malaria RDTs,malaria diagnostics,2909,43,OK,Nurse In-Charge,No
2026-06-07,FAC-0052,Gulu Island HC III,Gulu,Amoxicillin dispersible,childhood infection,2806,42,OK,Stores Assistant,No
2026-06-07,FAC-0052,Gulu Island HC III,Gulu,Ceftriaxone injection,severe infection,3993,61,OK,Pharmacist,No
2026-06-07,FAC-0052,Gulu Island HC III,Gulu,ORS + Zinc,diarrhoea,251,69,OK,Pharmacist,No
2026-06-07,FAC-0052,Gulu Island HC III,Gulu,Oxytocin,maternal health,1064,61,OK,Stores Assistant,No
2026-06-07,FAC-0052,Gulu Island HC III,Gulu,DPT-HepB-Hib vaccine,immunisation,3452,79,OK,Pharmacist,No
2026-06-07,FAC-0052,Gulu Island HC III,Gulu,Measles-Rubella vaccine,immunisation,3450,52,OK,Stores Assistant,No
2026-06-07,FAC-0052,Gulu Island HC III,Gulu,HIV rapid test kits,HIV testing,1684,63,OK,Stores Assistant,No
